release_id,run_id,source_version,source_hash,git_commit_sha,container_image_digest,dataform_release,engine_version,scale,indicator_id,indicator_name,module_id,disaggregation,category,estimate,standard_error,ci95_lower,ci95_upper,cv,n_unweighted,weighted_population,cv_flag,n_flag,suppress_flag,quality_note,validation_status,created_at,universe,denominator,quality_status,synthetic
enares2024-crs04-v0-shadow-001,sprint041-local-golden,v0_official_drive_baseline,15B845DA4A886FDCF54A96D8B8471B6F6BE618AE18B43024488C6BD6B23D0BB4,0000000000000000000000000000000000000000,BLOCKED_BY_CLOUD_GATE,BLOCKED_BY_CLOUD_GATE,v0_csv,0_100,VF_HOGAR,VF_HOGAR,3.2,Nacional,Total,16.743298178932108,0.5115056857354886,15.739651002103178,17.74694535576104,0.030549876151588228,18807,,false,false,false,Agregado V0 autorizado; estado candidato no institucional,PENDING,2026-09-04T00:00:00Z,Adolescentes de 12 a 17 años de CRS04 con VF_HOGAR válido; ENARES 2024,casos válidos del diseño muestral,PUBLISHABLE_CANDIDATE,false
