indicator_id,dimension,category,parent_row_sha256
INDICADOR_8_3_6,Etnicidad,9,7d4e6382521b36a858e10e71f770f3889cf34001171f56f8f64b99d718657791
INDICADOR_8_3_6,Idioma del hogar,1,427d9e8a1d7deeb135500146db2a534d4884f0aedf346bc3e57695c82c0fcc3a
INDICADOR_8_3_6,Idioma del hogar,3,c3617254e2929e3824217b1d2105451a8883b8deb2379c33e26f14ce8c4856d8
INDICADOR_8_3_6,Idioma del hogar,4,0edcd1411a370cefa769f5285bdc3341a58c22475e934681da0dd462776b658e
INDICADOR_8_3_6,Nacional,Total,a00f9f38131beb9503fe5f36383f3085953d63f717da44a5b857a8cfebaba17b
INDICADOR_8_3_6,Sexo,1,1a561997169d5df8ebc271d890f690f313b510a2ff12a543d72d5d0c7059834b
INDICADOR_8_3_6,Sexo,2,e1949e0b8a125dc5d83b9d1179101ac36f966ec4a6e02227c2f478172a1f6fea
INDICADOR_8_3_6,Tipo de hogar,1,7c25931b1fb6817be3f8b0efe4c1841df4d945326b24c7ea87625e9f22622b79
INDICADOR_8_3_6,Tipo de hogar,2,8168046d2c8b8cdb307ad80304e13f5e18b301d7a19d1f9e1238c4ceb2c06853
INDICADOR_8_3_6,Tipo de hogar,3,01cacc9cf0c99e434a917b4aa8c7cd4c09c043607798685d8ae49f9e5cd7f841
INDICADOR_8_3_6,Área,1,76d84e5374fe8abdd4d0fdad0b1d9720d07f63fbce8d5dbefb80d8ed47024dee
INDICADOR_8_3_6,Área,2,fa3dba0ceed4075c3ff1b8bd5ee78556fed2fd73a0f503c5771828c6e54e5e66
INDICADOR_8_3_6,Área × sexo,Rural Hombre,6a2a975af342dcc439283bb73d651af554c82fda29c2c97346a7e9823d73f4a9
INDICADOR_8_3_6,Área × sexo,Rural Mujer,93880cec2f85ccd2f30effb3a97a7ad3750621274f10f5ba4cc677ace95723fd
INDICADOR_8_3_6,Área × sexo,Urbano Hombre,58cfdcb7dbafb35eff0dd9a8c13133bc9d6b17731892274f91ec07255413bfb8
INDICADOR_8_3_6,Área × sexo,Urbano Mujer,f5d482b0b9a430605778f9433e31ab6683e4bea85533d62d1769517eb18c00c4
INDICADOR_8_3_9,Departamento,Amazonas,ec05c70d04d0cd15e0c0207ca7d2fab98a0eff498c37421b9a21c9412974c37f
INDICADOR_8_3_9,Departamento,Apurímac,f7976bb3506de27fadc1fc9fe8ae8f40c9660578f59f4e34285c1dde263a562f
INDICADOR_8_3_9,Departamento,Arequipa,5cbc0ea99a83a640f4443df9e492a311b03c6f0efa0051b9711d648369709b96
INDICADOR_8_3_9,Departamento,Ayacucho,6dd5ed355f7bceef512cbe0bfe070634bbf838e0640b4cf2e5a2b323bcd07a79
INDICADOR_8_3_9,Departamento,Cajamarca,0b7518f387ce196a698b6dea3a642c7688b1758f77ba7910db2b4a6934e371a8
INDICADOR_8_3_9,Departamento,Callao,90d86a27ee9e62dbcf11c6d2f303d6ca2e8a6d6637310fff499331fbc0ab8503
INDICADOR_8_3_9,Departamento,Cusco,2608a81bb822a757f46ef961b2158eaaaa79be6ef0522d6cb114466417c2090b
INDICADOR_8_3_9,Departamento,Huancavelica,c0f7ef63e1feddfff85f4e69676135d44e3a862657d73c669d3986189f4eb25f
INDICADOR_8_3_9,Departamento,Huánuco,47476f78e75d20a1607754dd0702bef2e15e6445abcc0e316baf82616aa8bfbd
INDICADOR_8_3_9,Departamento,Ica,9acdb6aed21ba82ff81c43be37e16b49c49f00ac23d41068e8be51b1579818ed
INDICADOR_8_3_9,Departamento,Junín,b28e7adee460166988dd5525878ab07063c1b69292caaa3fc29784b9deb2796e
INDICADOR_8_3_9,Departamento,La Libertad,cadeae1b1e84d777d21e98db581b5a9b885fb5f29811d1558b96b007f54dc14e
INDICADOR_8_3_9,Departamento,Lambayeque,ff129fcfa53346310de0ce1079d065a9fa38899db14f7930aa07b972be8398ad
INDICADOR_8_3_9,Departamento,Lima Metropolitana,f5f90f12262595909966907679943b537e9d9b8324cb6fe958fa00c9092e3b84
INDICADOR_8_3_9,Departamento,Loreto,b17f0a8f2286d5714f7d09ed5e66c37e2162a3d585574c9ffb3e78271506bed3
INDICADOR_8_3_9,Departamento,Madre de Dios,fbdc44f3a1e57f13d73abb1f3c598f61ad9fe023b475ecc37b17a170c08ef6b8
INDICADOR_8_3_9,Departamento,Moquegua,e21bf9019fef9e3f7cf768078058064f67eaa17d17c27332ff940721b184cd46
INDICADOR_8_3_9,Departamento,Pasco,af516e3d5b62ddfbfd686903555a82e35944bad23ee40bc2c29cc98be16f6f8b
INDICADOR_8_3_9,Departamento,Piura,fab8a6ca2a113e66fd376fd26c851da9c4b24f14226d8b28b1ca97a37d5957e7
INDICADOR_8_3_9,Departamento,Puno,bb73ae9afde775231ead934e4f2f096d20723225dbf9e0e30d2f645aaeb72580
INDICADOR_8_3_9,Departamento,Región Lima,12dd56f72091a2c89199eec1fb65e47f7e9072edefe47924647fa8e9d4256eff
INDICADOR_8_3_9,Departamento,San Martín,52a3cd0e72f7aaa87147a3826f687289647310f8f04d94bce235041aab3315e1
INDICADOR_8_3_9,Departamento,Tacna,a8555a6bb37d7f2cc2730dc632654121c04317efd97da49513993a402a2697b2
INDICADOR_8_3_9,Departamento,Tumbes,bfde7dc763a6d6126d8aa455066a37fad2c1c7bc5d8bf2ab2bb1723b2337b197
INDICADOR_8_3_9,Departamento,Ucayali,aa81e3ba624432625bfda4ea8bd68ef48ca530b43091202e2d24d3e946001f90
INDICADOR_8_3_9,Departamento,Áncash,7707794180e94855a06256662dba258e0390ceee791daa6ce9d018df21fc63db
INDICADOR_8_3_9,Discapacidad,0,b2469e4a8a0f3677c5f4e319868c6679e7480184038da2da58698133e487177d
INDICADOR_8_3_9,Discapacidad,1,ace457d455527bba0b6412c9d77c8acd01be6a80e6603f2b902aa07e8985e603
INDICADOR_8_3_9,Etnicidad,1,b19dcec5977cac08fd05ad670efb052ce8378ab9bc4f74c87b1a4d6e91f89547
INDICADOR_8_3_9,Etnicidad,3,8b56ac83382626a2a9e52acc5bd7b98df7c4c7ec17c805aa164be55fa5a07f22
INDICADOR_8_3_9,Etnicidad,5,161c6c6e41ebf2f1e374c48d5665cb5244f3853ad1ac244d4cbc5ee6e8b2e1bd
INDICADOR_8_3_9,Etnicidad,6,042cb4746c794709c6c8b90d8a8d54feee0e9b425a94e9f2a92923da935bc46f
INDICADOR_8_3_9,Etnicidad,9,ff3c07c2f9ae4b7ab359634c06e3808b60657265d3e966c6170738d8d9a4a38b
INDICADOR_8_3_9,Idioma del hogar,1,0f6077f77ae0fa13499fb8460c3649ccf01fcf7bb29c7ec05b47392a80a4b548
INDICADOR_8_3_9,Idioma del hogar,3,ff48ecf3fb2f6b66447f18b253b20707574ba7100645a021d2efcc8004903306
INDICADOR_8_3_9,Idioma del hogar,4,b23472bb8619c451852bb19ffb7a2beee147b4fa72bae4cd2f455d670dc032bf
INDICADOR_8_3_9,Nacional,Total,f266f8849c3054cc135878d30f9d28edb6b135c3002d8b6f9e4454f542ba7801
INDICADOR_8_3_9,Sexo,1,78ccd1192fe0c9eeda310e1c02c739f056fb4479257d2de56e993960b57d5c16
INDICADOR_8_3_9,Sexo,2,595231b957d4cb4831612db8880b11e56fa5a4b8e14034726af3c3ca9c4519bd
INDICADOR_8_3_9,Tipo de hogar,1,6f326d2af24a7e2b8cde573d241f13cedad7fe4b3ec66deb231478491d711918
INDICADOR_8_3_9,Tipo de hogar,2,f6b4d26545ac22481d80d45273cc66e27cc2f8ae3a1f8e8abd7859c7c129c154
INDICADOR_8_3_9,Tipo de hogar,3,a565f2210491670edcad61add031e354ae1b686746d12ece34c48303cf3d1920
INDICADOR_8_3_9,Área,1,1c29a4a553a02319d5a29b1a6d35a5727188eff4b3d0553cf894a6785335d26f
INDICADOR_8_3_9,Área,2,6c59c87b65c79addf0e91ffe829cbd0236eef4ecf84e7eaa56ff627f87bf83c4
INDICADOR_8_3_9,Área × sexo,Rural Hombre,4231c88db63a4daaca6356cf185d9d993cbb307587104c307ae5b73eb322b410
INDICADOR_8_3_9,Área × sexo,Rural Mujer,86b7d588b957cdceb7d54fff6d5c95d96452e9ffeeaa9c0af81ff468b90c70a4
INDICADOR_8_3_9,Área × sexo,Urbano Hombre,cee334110ff0c1d099ccfd71c3ee0edca47e87bcda7fe4c99328c19d9dba0c37
INDICADOR_8_3_9,Área × sexo,Urbano Mujer,845deba1eeef809778331cbf993796e216e6bbd88aa56be22068f4821a7a9fa0
LugarBano_ViolEsc,Nacional,Total,b9310dfaf93476584d78ee9e8599e406e42922cd461a976c09a95233202aa3b9
LugarFueraColegio_ViolEsc,Nacional,Total,517129b3e18a5dc5927162f4316fa1e52ffe9f4f004245b7aa579b51aa2e4ccc
LugarOtro_ViolEsc,Nacional,Total,1e04146f3563cb16e0d62290e06c84ae5b676af0e875de9adedbc235a9ce4e20
LugarPasilloEscalera_ViolEsc,Nacional,Total,343913474fe6893ed316e8c85a20eab76a6409f81ffcb7dbb4f70732e27bb909
LugarPatio_ViolEsc,Nacional,Total,7fc4486ce6504d4c51faae6ca31ae0edeb055618b6f200eedeafebf8ffda085d
LugarSalon_ViolEsc,Nacional,Total,7f08b106e209f28118614bde8867ffabaa2bd1ead151d20e584a0544c7a90b25
PV_VF_hogar_VP_escuela,Departamento,Amazonas,b8292bfd8b8fd33d3b9e720fdf26c2a8ab89b143ee25db654b0e43be2ee131eb
PV_VF_hogar_VP_escuela,Departamento,Apurímac,a9a9cfe4139e50ccc00258b428e881959d40d3144e5e8f0a32f0e242ffda65dd
PV_VF_hogar_VP_escuela,Departamento,Arequipa,50f150eac86746085b2ad8310c24503d3394f3eb379d3725b6d8735e9d5d30fc
PV_VF_hogar_VP_escuela,Departamento,Ayacucho,02f0982f249d47a8677ed555e2bfa2706ddac29796b08e86191f57b128de6b86
PV_VF_hogar_VP_escuela,Departamento,Cajamarca,2ef0d71569507775f3ab2efc98c4266441a4b626dcf400d3411711668da83621
PV_VF_hogar_VP_escuela,Departamento,Callao,f34273c202de52f6eb67f45bd9dcd91c65429e6b1c47fc3ced1a54de61f860f6
PV_VF_hogar_VP_escuela,Departamento,Cusco,4d6f71622793812122fc45fe6c25af150192a4d758ebafbd25a1a35ed8054917
PV_VF_hogar_VP_escuela,Departamento,Huancavelica,32a5c5b003364d7717db1d4d616bacabeb169be449f80d05e040525b89a1cf64
PV_VF_hogar_VP_escuela,Departamento,Huánuco,90a8f2fdf83d848f3c162637be3de22c9cb6798368510e3116155a173a639b0a
PV_VF_hogar_VP_escuela,Departamento,Ica,f568efb092bf3b0a803d0d1f2defe85d880e8aff96b02e26b4f30d730d35c6b3
PV_VF_hogar_VP_escuela,Departamento,Junín,fab89cfb15ea4447d19aaac6e90ef4004d930d88dca4312ec7566a343944d558
PV_VF_hogar_VP_escuela,Departamento,La Libertad,ee887b03065a5650eb527f5318fafd56b9100f28f567fbe64099c8f3fe719064
PV_VF_hogar_VP_escuela,Departamento,Lambayeque,dd0203fbcaa31ef43db00c28005f767d64afbfc89c993805f60d1455db14f410
PV_VF_hogar_VP_escuela,Departamento,Lima Metropolitana,84439ddcd1d08474e1a6e0bb795e42b73043885fa606eb6dce3f54ddf3f42671
PV_VF_hogar_VP_escuela,Departamento,Loreto,775a807ca0e097786c54cf31602a59ba050a83d49f6bba921fbc76222f937227
PV_VF_hogar_VP_escuela,Departamento,Madre de Dios,f7bd8de326421a27bb294ec2f5511e0630027cfedae3609cae4e5ad4e42572f7
PV_VF_hogar_VP_escuela,Departamento,Moquegua,92f8df102278fdcd6d4cc7d28abb2564e046fa1769187fe82bc2da8714d9b028
PV_VF_hogar_VP_escuela,Departamento,Pasco,8cf884ead22070cc6e99feec68336810703c2e3ce91fb86f41de07077a189c59
PV_VF_hogar_VP_escuela,Departamento,Piura,337b1ca6161106f800ff62ba41121391aaee6efa5640b6ec68bd5d8539e81d84
PV_VF_hogar_VP_escuela,Departamento,Puno,630d026fda6c3d849c0ebdc8f7812f5e8483748bf7f610c0cdf8f484a4370e66
PV_VF_hogar_VP_escuela,Departamento,Región Lima,a2f43b95746c96fc70ee68ca52f81d4b049f4e9bc77773af5f26593d640f7f90
PV_VF_hogar_VP_escuela,Departamento,San Martín,fbc039bae4c280193cb6f4743fe634937bcfe7ac2ade92ab01f765d18cf92d6b
PV_VF_hogar_VP_escuela,Departamento,Tacna,50adc04277b91223aed64db756f5b5fee7b8f4a071b1cea60f03d0dce7591317
PV_VF_hogar_VP_escuela,Departamento,Tumbes,86ac2439a90cdf4c9f435264be66463a9015be262d833ad6e7adab14c1dedaf2
PV_VF_hogar_VP_escuela,Departamento,Ucayali,40a3a46fbfcfb85bf843c4a7e43ff67dbdd143a11a5540e309008875e3840e2a
PV_VF_hogar_VP_escuela,Departamento,Áncash,0ccb62011f7d7b0f03de7037249acfee193f7e5e785fb8cbbf60de65f252d356
PV_VF_hogar_VP_escuela,Discapacidad,0,83b4caa89d28982fd4943a9840c1eea67efd65fe146b7de59fa9357605434f37
PV_VF_hogar_VP_escuela,Discapacidad,1,5aadf47fa37fb5a36f2ebdf49d1c2d49488ffd0f3d9a7c1c17413d6652f92394
PV_VF_hogar_VP_escuela,Etnicidad,1,4296d1c14ce76b210cebbfe16deaae443b070c78910c0c7898f44ce3a853805b
PV_VF_hogar_VP_escuela,Etnicidad,3,0068bdb7c4c0ca1629bc077d414dbf2d251ec52120b56e537e9ed20e66d99b98
PV_VF_hogar_VP_escuela,Etnicidad,5,a809db5dbe2a883a2f2535538244c1c9545764d60ba824c932713e38dad3f35a
PV_VF_hogar_VP_escuela,Etnicidad,6,f10b29e858e7b8be7da25d6a8cc92179bd2d03d1fe840e26d191d215e51ff167
PV_VF_hogar_VP_escuela,Etnicidad,9,68ac62afeb2dc476037689d35f2b257593afdac94471c64d95d32a7abfd7329d
PV_VF_hogar_VP_escuela,Idioma del hogar,1,8fb7b16dc5bada39422d721c2c1098e01124ea08efd961c0021912b6ca9495e3
PV_VF_hogar_VP_escuela,Idioma del hogar,3,5dce4919c6e75c9a2b78e2cad2aebf7cdd100f3dcf490f9a1834d8fb10656207
PV_VF_hogar_VP_escuela,Idioma del hogar,4,34e16e3664d87767729ac5bb25d7ddca237b1d0bc9ea402a592bc903e217da7b
PV_VF_hogar_VP_escuela,Nacional,Total,ea797de44264fa75f4f52abd0bfb5b76ed6ba721e3bb551cd417dae319096ad5
PV_VF_hogar_VP_escuela,Sexo,1,f457624be8991ebf98f8a1b5cd427a7dadc82ad247a512ba0643756d93804d40
PV_VF_hogar_VP_escuela,Sexo,2,70bfefd6397f542caf828417a5f055b717e5626e0f1f57d3b89389b4fc4d8364
PV_VF_hogar_VP_escuela,Tipo de hogar,1,8b1a4e36b856b79b5d2b5219d97222a73f26d031bbd1c0ec11b69e940d31b2f8
PV_VF_hogar_VP_escuela,Tipo de hogar,2,d69523c4f3eb63c4afb5218adc89abb5862d03ee5ec97c3a4b5a67d4c7520179
PV_VF_hogar_VP_escuela,Tipo de hogar,3,a87ab1e25f3b331377ef687e98b436ed8a5174fdeb0181d1a3e3da98789596a5
PV_VF_hogar_VP_escuela,Área,1,85827a088f9e18f39e7020b61dbc1aa8d931b628865468b18f4f944e73e2a91d
PV_VF_hogar_VP_escuela,Área,2,3994cb7ff2738097274d323157bf3962cf205dd2664ea16d7d233af53ae2c5d0
PV_VF_hogar_VP_escuela,Área × sexo,Rural Hombre,13ecc00a6bd3b614945dcb67dd1683e39833e13d99988b62eefcc47df9c9ad26
PV_VF_hogar_VP_escuela,Área × sexo,Rural Mujer,3b7d52fed00a491af2359113b44d9a74d1f87bb5047f6c9dd07c09742304c71e
PV_VF_hogar_VP_escuela,Área × sexo,Urbano Hombre,bb5f01bd1c603b5630cd6f723a352b7234a9a61301d56f94c346f963065dd074
PV_VF_hogar_VP_escuela,Área × sexo,Urbano Mujer,9ef7fbc0b185122105ce6906c21736d0ef09f0a41ecf20f33184c18b10048d7a
PV_VF_hogar_escuela,Departamento,Amazonas,2e407e53ad58637d272911f11df013dee97513cb5cd5730f24d9dc5391637dba
PV_VF_hogar_escuela,Departamento,Apurímac,84ad64088db7052f004e8677d4e104ae26c10482ca1446c5bbabfc9423a60aef
PV_VF_hogar_escuela,Departamento,Arequipa,870106fe95d2a6f38d20fe023ec7e1f35880288de9155b13dc45ac07579957bd
PV_VF_hogar_escuela,Departamento,Ayacucho,97a28a332cc85c92e8b8b85ef91c70a13f882bbed256549c4ffe1e24cc68d532
PV_VF_hogar_escuela,Departamento,Cajamarca,142049beb30e86fb7decbe65190194f0b7ad2789843d0845d07004d47076d8ef
PV_VF_hogar_escuela,Departamento,Callao,7d29efae5989a5bbc4daedb4130826f15f918932ccfbda34e234eb84f58f9320
PV_VF_hogar_escuela,Departamento,Cusco,60e303af2d4cc16d402c9d8fb974fb176bda30b56323db7f1a710241f560264d
PV_VF_hogar_escuela,Departamento,Huancavelica,4811c3d3eeb8e108be96990ce1c7d58e6e5445ea0b64974ee08e3f1483dfc3b7
PV_VF_hogar_escuela,Departamento,Huánuco,11e9d623e12ba9f490abd97c91c173e2e8971e1b0846f807655ece9032e7e9f8
PV_VF_hogar_escuela,Departamento,Ica,0ec92fce19a1e92676f93774497d88400d54b1238c5469b825e77715783b611c
PV_VF_hogar_escuela,Departamento,Junín,8092138a82230151e27f2ba94ccba68db768a4b26dfe698880eed089ddd39bb3
PV_VF_hogar_escuela,Departamento,La Libertad,8cd05dbd10e1562c1e6f7c2d3b6090579ca1e48f70307fdf5302ac88697da92f
PV_VF_hogar_escuela,Departamento,Lambayeque,68ae1121bc972992675d99bf10975535cc09754bdd287711a66b64c78e4516d2
PV_VF_hogar_escuela,Departamento,Lima Metropolitana,ef2142e83bba49fe320291d0d427e61032381d2359727a0a0e87c001f53cff26
PV_VF_hogar_escuela,Departamento,Loreto,bdbf94ee9ada4a364e5604c5141dd81beee935b256dd7a1ffee9e4032754f559
PV_VF_hogar_escuela,Departamento,Madre de Dios,80b7bfa024c732eec0e47d2a817b1441ce85eeae981b0cc286203afd91bc1f9d
PV_VF_hogar_escuela,Departamento,Moquegua,e1e38627282d4cc7243c283c1c80a18725c6f7ca513d9756ce6f84f20651aea9
PV_VF_hogar_escuela,Departamento,Pasco,41319e396d249dc0de9d6eca30e3f86003e216157c06610211ddd2aec80c5ee7
PV_VF_hogar_escuela,Departamento,Piura,b20ee8a01d149f647fed3da404ac02a2a003b7b15c50ad9c89cc8ba81261a62e
PV_VF_hogar_escuela,Departamento,Puno,d0e4a142d474ce08c0ff60cd6352bbc7482984b04107a03a71c97966a870e603
PV_VF_hogar_escuela,Departamento,Región Lima,664bfee17b38633334e29c71060baf245e839e66433d645fc9caef032becb14c
PV_VF_hogar_escuela,Departamento,San Martín,77e01248f90cee8f9e801b26b9971d3a7f8600f3a604de1b4cd727b339705448
PV_VF_hogar_escuela,Departamento,Tacna,8d62d4eda16bf7e8bfe192ebf8f2136406486a3b87d52265c5c2a2863fa3e36d
PV_VF_hogar_escuela,Departamento,Tumbes,c5764028fcee1213cef802bcaa07f0c6e345dda2e71ccf776071ea7771d72d9e
PV_VF_hogar_escuela,Departamento,Ucayali,de3c508c64399cd4a991f3636baec66091f2c55992f1595bfa052f4c14163f1e
PV_VF_hogar_escuela,Departamento,Áncash,471dc706d6d126abf52eea75cd62577d6de12e7e760985ce846442e8e44fbb02
PV_VF_hogar_escuela,Discapacidad,0,2639a9a7c42e3df948f97d5c87dfab24b3ba8fdc9c1f51e59f54a029745ac10b
PV_VF_hogar_escuela,Discapacidad,1,0e7ae23d3e6498183f7fc7aece97644bbbc1fb658333ded11c13577b91495e11
PV_VF_hogar_escuela,Etnicidad,1,1a33d310cb383c40992432c851cce134c36e8e390bed50d7328a385aace06c64
PV_VF_hogar_escuela,Etnicidad,3,d11baabdfa7442c8842af989e4ca9f93849a77227352d312c32adc35f84748b5
PV_VF_hogar_escuela,Etnicidad,5,62d829ae94863802894e06908b05aa3bc43996acb2b239a334a726cba3a611cc
PV_VF_hogar_escuela,Etnicidad,6,9e4fc9f8cb965e966fac3b9da3b424eb196872e08d410874c2099be16c029997
PV_VF_hogar_escuela,Etnicidad,9,fbb14f267ebc06c897e78b44abb0ada3cf3bad3b2aead1b0d4b1dbde1ba0aef0
PV_VF_hogar_escuela,Idioma del hogar,1,bceb35040596b6b05d273a40f27f9e57fc0310a49612c8d2737b41a105932064
PV_VF_hogar_escuela,Idioma del hogar,3,6cd308ea84d6b96f2ba987bd67c31e2eb3a948337cea918abe08bf9e650b0f8e
PV_VF_hogar_escuela,Idioma del hogar,4,12833f11d9b9d3fecc944595003ff1afa8031ccbe11089189c2f45edaf3ba8f7
PV_VF_hogar_escuela,Nacional,Total,7e6aa75e3110ae4ee51e4380b681fe461323923749d6a036512f79db668f0bf6
PV_VF_hogar_escuela,Sexo,1,f04852c01ee9423c1f48c9dd8063ed77bdd457547928a0f07c3b771789f658f2
PV_VF_hogar_escuela,Sexo,2,6d17ef26aed456900c5db2d6a1f226288ddd0f05b68b400196efd7d677126d10
PV_VF_hogar_escuela,Tipo de hogar,1,04519feeeb0f6ec80348667aceafe3d09b5e638dec78aeb9edb12842dd6211e0
PV_VF_hogar_escuela,Tipo de hogar,2,6fca061d5f47e21b72707a267a46bb1b32ec327ef9dd00d00ae21a8c763484d2
PV_VF_hogar_escuela,Tipo de hogar,3,882227032344334dcfbfe645ebdc459f81717bef240f2a00e6cba9c0ca8b491f
PV_VF_hogar_escuela,Área,1,f27dfd47a4e7bfb8d03ab8a27980494f9dbde1f50ada7edf615dfbc06ce7f1e9
PV_VF_hogar_escuela,Área,2,58bb49b951f89fc48204b1ddfc703e6251e1cf802462ea3d84701f44cceee436
PV_VF_hogar_escuela,Área × sexo,Rural Hombre,646b3575f1307125f8fb39372cfa2fb005d2f645fec9b137f31839ec286f4d76
PV_VF_hogar_escuela,Área × sexo,Rural Mujer,16a4cfa58528ab9f6c465ce355a4321501ae49de6dd642f564d3c174e8d158df
PV_VF_hogar_escuela,Área × sexo,Urbano Hombre,0b7b241154e73945a20a1fc88f0c835328f655daf020945f23ccce3aee159fd9
PV_VF_hogar_escuela,Área × sexo,Urbano Mujer,621fd2f991b045012c2b3e71e63d096e01914a8158706cb8d2280232b616dba3
PV_VP_VF_hogar_escuela,Departamento,Amazonas,c1e61cf33f3e0436dc9084279612ae2123613b7d05bbce14c687b6eb68c95d52
PV_VP_VF_hogar_escuela,Departamento,Apurímac,8a9b46c9563691b5cd577c514c60ed7c6dce14b6790f3313b7f79cafc3b6a0b1
PV_VP_VF_hogar_escuela,Departamento,Arequipa,c02581ab83e8af57bd3a6a75df14c5a1e85aa03b1f0bc017cc6a154a0bcf3576
PV_VP_VF_hogar_escuela,Departamento,Ayacucho,3dd0baf3e2093a4077c333e140f21f687a9cd723df07afcc45a6bf59dbae9552
PV_VP_VF_hogar_escuela,Departamento,Cajamarca,3aceb7239858b3b535c7594b74e0d896c4fd22ac8679cea1d0e01009d096fa23
PV_VP_VF_hogar_escuela,Departamento,Callao,31d91dbd9253e78c4dbc10c297514572d38deed02947be7d82a8d12a285818af
PV_VP_VF_hogar_escuela,Departamento,Cusco,1f90933592e364121c142a52221a27213f59002c221b531299ddde060b065063
PV_VP_VF_hogar_escuela,Departamento,Huancavelica,cf0cffcb00fc02f75135bc594c61c2ce07670223ed1595f852855c948d8c3fba
PV_VP_VF_hogar_escuela,Departamento,Huánuco,eefc5e7842c971479ca07a789c13e98934392b9027c4ce4d907b18f6409e9c59
PV_VP_VF_hogar_escuela,Departamento,Ica,0a6ab26bbb6269db7d68a32c12f70ad36f41e46598a7932f8d12747d598c8161
PV_VP_VF_hogar_escuela,Departamento,Junín,e341bb27309f5b40a3c1272bdc5bb9994f8f549dd65b2cbaab45f6f6d0a2abdd
PV_VP_VF_hogar_escuela,Departamento,La Libertad,8656ca7f48ae0ae7a7c1b6fd374936b932ae8c5011600a10a7db28c777128a52
PV_VP_VF_hogar_escuela,Departamento,Lambayeque,c9c15a67d40a5e22f989b5f48bd0c143257766e8c927221d7cf0a4db8129cead
PV_VP_VF_hogar_escuela,Departamento,Lima Metropolitana,2b2dd9fd6084eb0c595ad9354965832ee742a6bd274fec335e7ee4513a4d9b45
PV_VP_VF_hogar_escuela,Departamento,Loreto,c5faa099cea19ebf8e3af739b80095fb8263be849a3d4bf377fa4cb98c1b361d
PV_VP_VF_hogar_escuela,Departamento,Madre de Dios,d878afd3ad2ed4bb8add05c9926154f68e095f670abd74c948972382fa6e6785
PV_VP_VF_hogar_escuela,Departamento,Moquegua,3d3ce5d3f8003714e5e065a4fb6f0834c96fdcafdf4c50fa9ec824e7e29a1378
PV_VP_VF_hogar_escuela,Departamento,Pasco,0a09619613a5f42b3b387d38d7df641a29a60ab8d3eeb40f7f803a0f0b58b1f8
PV_VP_VF_hogar_escuela,Departamento,Piura,302b8cb0d64b97d903fc3597906e8929127a50818bece7437040a6f3a091f958
PV_VP_VF_hogar_escuela,Departamento,Puno,44bfb6232b819d97ab7ba3c0540817a6a09269330109e75bc5a4dab499f95431
PV_VP_VF_hogar_escuela,Departamento,Región Lima,c05f3803dd5ff564fad8bd848750bde370373990db92ef10ddf6a2057f4c989e
PV_VP_VF_hogar_escuela,Departamento,San Martín,a7dbef3b249ff8d64a9f8c0eb050b3fc1edbc4b470bde0cce184bbf07b090890
PV_VP_VF_hogar_escuela,Departamento,Tacna,ceb6accbd1d4a3c2bb7df0cda469aeae98ebc31b9dac3330ab8eca00fcd4f2eb
PV_VP_VF_hogar_escuela,Departamento,Tumbes,f753aa6d85cce2451b15f516ba9c3077449d922c4044c3a298ab8cf09411aed8
PV_VP_VF_hogar_escuela,Departamento,Ucayali,f13e15ebae2ddfd3b328ada34c5c82f0838303caa3cae1dca1b5f918900e577e
PV_VP_VF_hogar_escuela,Departamento,Áncash,820fe1fe7d4995ecd885b03a7683c6cc5000e89d7f2e4d79aa30bd660dac24df
PV_VP_VF_hogar_escuela,Discapacidad,0,ea3e332f68c7f5efedec9493cf742f55cd58ed18e0c6c8e37b3c57391eadfb1b
PV_VP_VF_hogar_escuela,Discapacidad,1,90546cb41b8a742c7717c53a07bd6a1bbbb7da90b8abfb1ca3bd817a423b06f5
PV_VP_VF_hogar_escuela,Etnicidad,1,36ecba698e166a40aafd6c218aaf14c61c4f14bebdba3e065d22d0b64284d11e
PV_VP_VF_hogar_escuela,Etnicidad,3,babb122a1c06d7d61c4499704ac2cca0953a2f4d00c3c609c5e8f1f1a6f98df3
PV_VP_VF_hogar_escuela,Etnicidad,5,0fdf117e701c25baf5b272b8384274b29a595f78ed9352628e21b5794ac78f39
PV_VP_VF_hogar_escuela,Etnicidad,6,d7eae18f4778daa050a19d3cebc5582ba492129e6701069fc062b797d4638e3b
PV_VP_VF_hogar_escuela,Etnicidad,9,3e2d261e4191100017695b6ed28e99889a494cd80d7d57ecc0e38f55842a38a4
PV_VP_VF_hogar_escuela,Idioma del hogar,1,b8b091cd86a0bb1eefb5b4e78d0e60e621e3521ed2ae8ba43385b687b9a6995f
PV_VP_VF_hogar_escuela,Idioma del hogar,3,0d5a06c2c765134e21321601d5be51bcac9b999a307980938d105d0cc8ef5fc2
PV_VP_VF_hogar_escuela,Idioma del hogar,4,8c8d67b52ed7a549b7743c117a4880fe1473319c4575f1359fbb6159ff86a2dc
PV_VP_VF_hogar_escuela,Nacional,Total,2ec0fed9bad0f47b744798cb395824e72b95120f7229a33b7f0ced48a1dc60cd
PV_VP_VF_hogar_escuela,Sexo,1,ae9d7ca09652022a2d72bc2ad300c17f38860d978e4358785ddbd40c0453441b
PV_VP_VF_hogar_escuela,Sexo,2,d6e0a9538ea1d172f315acfe91a0534551dc84be471318093d44d2f314537db6
