authority_specs,spss_indicators,common_indicators,comparison_rows,strict_equal_rows,documented_exception_rows,validated_rows,unvalidated_rows,only_spss_rows,only_r_rows,national_rows,national_strict_equal_rows,national_validated_rows,special_dimension_rows_pending
516,516,516,3014,3013,1,3014,0,0,0,516,515,516,0
