run_utc,analytical_rows,indicator_count,strict_reference_comparison_passed,comparison_with_documented_exceptions_passed,documented_exception_rows,domain_validation_passed,full_coverage_passed,special_dimensions_complete,artifacts_complete,stage3_status,stage3_passed
2026-08-23T23:33:18.972083+00:00,18807,516,False,True,1,True,True,True,True,PASS_CON_EXCEPCION_DOCUMENTADA,True
